global_id,id,rule,country/source,cultural_cluster,scope,safety_level,norm_type,affected_group
1703,189,"It is customary to drink tea with sweets, often using a samovar.",Russia,Eastern Europe,Specific,Low,Custom,General
1704,190,It is customary to wear skirts regardless of the season for women.,Russia,Eastern Europe,Specific,Low,Custom,Gender
1705,191,It is customary to use spices and condiments in meals.,Russia,Eastern Europe,Specific,Low,Custom,General
1706,192,It is customary to include fish and fish products prominently in meals.,Russia,Eastern Europe,Specific,Low,Custom,General
1707,193,"It is customary to perform rituals on the 9th, 40th day, and anniversary after a death.",Russia,Eastern Europe,Specific,Moderate,Custom,General
1708,194,"In Chechnya, significant investments in strategic sectors like energy require specific federal permissions according to the Strategic Industries Law.",Russia,Eastern Europe,Specific,Moderate,Legal,General
1709,195,"In public internet access points, including cafes and libraries, users are often required to present identification before using the services. This policy is part of broader efforts to monitor and control internet usage within the country.",Russia,Eastern Europe,Specific,Moderate,Legal,General
1710,196,"During major events in Russia, identification is required for internet access to enhance security and monitor online activities.",Russia,Eastern Europe,Specific,Significant,Legal,General
1711,197,Russian schools often enforce a national dress code that requires students to wear uniforms. This policy is aimed at promoting equality and reducing distractions in the educational environment.,Russia,Eastern Europe,Specific,Low,Legal,General
1712,199,One must not whistle inside the home because it is considered a bad omen.,Russia,Eastern Europe,Specific,Low,Custom,General
1713,200,It is customary for some women to avoid sitting on the corner of a table due to a belief that it affects marriage prospects.,Russia,Eastern Europe,Specific,Low,Custom,Gender
1714,201,Religious organizations must register with the state and may be subject to government surveillance to ensure compliance with national laws.,Russia,Eastern Europe,Specific,Significant,Legal,Religious_Group
1715,202,Islamic organizations in some North Caucasus regions must comply with strict surveillance and registration requirements and groups perceived as extremist face significant government pressure.,Russia,Eastern Europe,Specific,Significant,Legal,Religious_Group
1716,205,In some regions public art installations must receive local authority approval and align with prevailing religious values and local traditions.,Russia,Eastern Europe,Specific,Moderate,Legal,General
1717,208,Foreign investors must obtain government approval to acquire significant stakes in industries deemed strategic.,Russia,Eastern Europe,Specific,Significant,Legal,General
1718,209,One must not publicly insult or desecrate religious symbols or beliefs because violations can lead to fines or imprisonment.,Russia,Eastern Europe,Specific,Moderate,Legal,General
1719,212,It is customary in some regions to follow Islamic funeral rites including expedited burials and specific prayer rituals where permitted.,Russia,Eastern Europe,Specific,Significant,Custom,Religious_Group
1720,214,Broadcasters must ensure that a significant percentage of programming is in Russian and in some regions include local-language segments.,Russia,Eastern Europe,Specific,Moderate,Legal,General
1721,215,It is customary to give an odd number of flowers for celebrations and to reserve even numbers of flowers for funerals.,Russia,Eastern Europe,Specific,Low,Custom,General
1722,216,It is customary to sit on a suitcase briefly before a long journey as a traditional pre-departure ritual.,Russia,Eastern Europe,Specific,Low,Custom,General
1723,217,One must use the formal form of address with strangers or older people and avoid using the informal form because it is considered impolite.,Russia,Eastern Europe,Specific,Low,Etiquette,General
1724,219,It is customary to avoid giving yellow flowers as a romantic gift because they symbolize break-up or betrayal.,Russia,Eastern Europe,Specific,Low,Custom,General
1725,220,One must remove outdoor shoes when entering someone's apartment to respect hygiene and household norms.,Russia,Eastern Europe,Specific,Low,Custom,General
1726,221,It is customary to finish a served soup course because leaving it unfinished may be seen as rejecting the host's cooking.,Russia,Eastern Europe,Specific,Low,Custom,General
1727,2,It is customary for individuals to engage in playful joking upon first meeting.,Samoa,Central Asia & Pacific,Specific,Significant,Custom,General
1728,3,One must not refuse the custom of face kissing or handshaking when greeting important guests or long-unseen friends.,Samoa,Central Asia & Pacific,Specific,Moderate,Custom,General
1729,4,It is customary to give handmade gifts during significant events such as weddings or funerals.,Samoa,Central Asia & Pacific,Specific,Low,Custom,General
1730,5,One must not refuse the kava ceremony when it is held to honor important guests.,Samoa,Central Asia & Pacific,Specific,Low,Custom,General
1731,7,It is customary for men to wear traditional clothing called lavalava during formal occasions.,Samoa,Central Asia & Pacific,Specific,Low,Custom,Gender
1732,8,It is customary for women to wear dresses and flip-flops similar to men.,Samoa,Central Asia & Pacific,Specific,Low,Custom,Gender
1733,9,"One must not abandon a tattooing process midway, as it brings shame.",Samoa,Central Asia & Pacific,Specific,Low,Custom,General
1734,10,It is customary to celebrate the completion of a tattooing process with a feast.,Samoa,Central Asia & Pacific,Specific,Low,Custom,General
1735,12,It is customary for men to marry women along with their children from previous relationships.,Samoa,Central Asia & Pacific,Specific,Significant,Custom,General
1736,13,"One must not abort a pregnancy, as it is not permitted.",Samoa,Central Asia & Pacific,Specific,Significant,Legal,General
1737,16,Avoid wearing any revealing clothing when walking through villages. Women should take particular care to avoid showing their knees and shoulders.,Samoa,Central Asia & Pacific,Specific,Low,Custom,General
1738,17,"There is an evening prayer curfew in most villages (usually between 6pm and 7pm). During this time, most families will say family prayers. It is customary for everyone to honour this time.",Samoa,Central Asia & Pacific,Specific,Low,Custom,General
1739,18,"When you enter a Samoan house, people will likely be sitting on the floor around the perimeter of the room. Beginning at the highest-ranking person, walk up to the individual, meet them at their level and greet them. You would then repeat this as you move around the room.",Samoa,Central Asia & Pacific,Specific,Low,Custom,General
1740,19,Speaking to someone in the house while standing is thought to be impolite.,Samoa,Central Asia & Pacific,Specific,Low,Etiquette,General
1741,20,Taking a second serving is thought to be rude. Take everything you plan to eat on the first serving.,Samoa,Central Asia & Pacific,Specific,Low,Custom,General
1742,21,"Do not disrespect or go against the word of a Matai (chief). Many Samoans bestow a high amount of respect on a Matai. For many, the chief is the final arbiter on important matters.",Samoa,Central Asia & Pacific,Specific,Moderate,Custom,General
1743,22,"When accepting a gift, it is customary to bow your head slightly and place the gift above your head with both hands for a moment.",Samoa,Central Asia & Pacific,Specific,Low,Custom,General
1744,23,Do not point the bottoms of your feet at someone.,Samoa,Central Asia & Pacific,Specific,Low,Custom,General
1745,24,Shoes should be removed before entering a home.,Samoa,Central Asia & Pacific,Specific,Low,Custom,General
1746,25,Never lay spread out on the floor or on the couch if you have guests or if an elder is present.,Samoa,Central Asia & Pacific,Specific,Low,Etiquette,General
1747,26,It is usually considered rude to stand when others are sitting.,Samoa,Central Asia & Pacific,Specific,Low,Etiquette,General
1748,27,Public displays of affection in intimate relationships are frowned upon and considered socially inappropriate.,Samoa,Central Asia & Pacific,Specific,Low,Social_Norm,General
1749,28,"If you marry a Samoan you are generally marrying the entire family. Remittances are a huge part of the Samoan economy and you may be expected to send gifts home. These can include cash, cars, and home appliances.",Samoa,Central Asia & Pacific,Specific,Moderate,Custom,General
1750,29,Gifts are usually given publicly and money is fine to give.,Samoa,Central Asia & Pacific,Specific,Moderate,Custom,General
1751,30,"Communication is exceedingly polite and formal. Samoans usually try to be pleasing so they are likely to tell you what they think you want to hear instead of the truth. For example, if you want to find out if something is culturally appropriate you could ask a Samoan: “Can I walk through the village during Sa?” (prayer time in the evening). Wanting to please you there is a good chance they will say yes. A more appropriate question would be “Would you walk through your village during Sa?”",Samoa,Central Asia & Pacific,Specific,Moderate,Custom,General
1752,31,Samoans tend to have a relaxed view of time and even refer jokingly about things running on Samoan time when it comes to social situations. Punctuality however is valued in business settings and meetings.,Samoa,Central Asia & Pacific,Specific,Moderate,Custom,General
1753,33,"Samoans are deeply religious. There are designated people to pray before meals and before events, big or small, and silence should be maintained at such times.",Samoa,Central Asia & Pacific,Specific,Low,Religious,General
1754,34,"Samoans distinguish their status by the Matai (chief) title, and they are generally addressed by their title.",Samoa,Central Asia & Pacific,Specific,Low,Custom,General
1755,35,Do not wear shorts when attending events.,Samoa,Central Asia & Pacific,Specific,Low,Custom,General
1756,36,"Sunday is the day when Samoans go to church for worship, and shops are generally closed.",Samoa,Central Asia & Pacific,Specific,Low,Religious,General
1757,37,"When visiting a Samoan family, you should sit cross-legged on a straw mat.",Samoa,Central Asia & Pacific,Specific,Low,Custom,General
1758,2,One must not use the left hand when exchanging items.,Saudi Arabia,MENA,Specific,Low,Custom,General
1759,3,"One must not consume pork, carrion, or animal blood.",Saudi Arabia,MENA,Specific,Low,Religious,General
1760,4,One must not consume alcohol.,Saudi Arabia,MENA,Specific,Low,Legal,General
1761,5,"One must not depict idols, including human or animal statues or images.",Saudi Arabia,MENA,Specific,Moderate,Religious,General
1762,6,One must remove shoes when entering a host's home.,Saudi Arabia,MENA,Specific,Low,Custom,General
1763,7,One must not point the soles of shoes at others.,Saudi Arabia,MENA,Specific,Low,Custom,General
1764,8,Women must not drive or go out alone without a male family member.,Saudi Arabia,MENA,Specific,Critical,Legal,Gender
1765,9,"One must adhere to strict Islamic laws, with severe penalties for theft.",Saudi Arabia,MENA,Specific,Significant,Legal,General
1766,10,"It is customary for men to wear traditional attire, though some wear Western suits in formal settings.",Saudi Arabia,MENA,Specific,Low,Custom,Gender
1767,11,It is customary to bring small gifts when visiting someone's home.,Saudi Arabia,MENA,Specific,Low,Custom,General
1768,12,"It is customary to use the right hand for eating, though modern individuals may use Western utensils.",Saudi Arabia,MENA,Specific,Low,Custom,General
1769,13,"In Saudi Arabia, public musical performances require government approval and must adhere to moral guidelines.",Saudi Arabia,MENA,Specific,Low,Legal,General
1770,14,"To manage the annual influx of pilgrims for Hajj, Saudi authorities implement a permit system. This system restricts the number of people who can perform Hajj each year, including specific quotas for pilgrims from different countries.",Saudi Arabia,MENA,Specific,Moderate,Legal,General
1771,18,"All marriages in Saudi Arabia must be conducted in accordance with Islamic rites, and civil marriages are not recognized. This applies to all residents, including non-Muslim expatriates, who must either comply or marry abroad.",Saudi Arabia,MENA,Specific,Moderate,Legal,General
1772,20,"The Saudi government mandates the nationalization of certain key industries, including oil and gas, to maintain control over the country's most valuable resources. This policy is part of broader economic strategies to regulate growth and revenue.",Saudi Arabia,MENA,Specific,Moderate,Legal,General
1773,21,"Saudi Arabia enforces a public decency law that outlines behavior and dress considered appropriate in public. Violations, such as wearing shorts or displaying affection publicly, can result in fines.",Saudi Arabia,MENA,Specific,Moderate,Legal,General
1774,22,"In many malls and public places, there are designated ""family"" sections where single men are not allowed, especially during weekends. This policy is intended to provide a comfortable environment for families.",Saudi Arabia,MENA,Specific,Low,Custom,General
1775,23,"Avoid wearing tight clothes that accentuate the shape of your body or legs. Most Saudis are accustomed to seeing Western clothing. However, it is advisable to ensure your legs, arms and shoulders are covered. Women are recommended to wear a hair/head scarf covering if visiting Saudi Arabia.",Saudi Arabia,MENA,Specific,Low,Custom,Tourists
1776,24,"Saudi Arabians have a tendency to display their wealth and materialism in their personal dress, items, homes and hospitality. It is common for people to overdress for events. If a host is not overly generous, guests might be offended or think that the person is ‘cheap’.",Saudi Arabia,MENA,Specific,Moderate,Custom,General
1777,25,Saudi Arabians can offer invitations to their homes multiple times and quite early on in a friendship. It is a sign of goodwill to accept.,Saudi Arabia,MENA,Specific,Low,Custom,General
1778,26,Unaccompanied men should avoid visiting another Saudi man’s home without giving the family prior notice in case they accidentally intrude on the women of the house.,Saudi Arabia,MENA,Specific,Low,Custom,General
1779,27,"If a Saudi Arabian wishes for an entire family to visit their home, the male head of the family will generally extend the invitation to the other family’s eldest male.",Saudi Arabia,MENA,Specific,Moderate,Custom,General
1780,28,"The genders are generally segregated during visits. In Saudi Arabia, many households have two different ‘majlis’ (living room/place of sitting/private place for discussion) so men and women can socialise separately.",Saudi Arabia,MENA,Specific,Moderate,Custom,Gender
1781,29,"Once segregated from the men, the women of both families can unveil in front of one another.",Saudi Arabia,MENA,Specific,Significant,Custom,Gender
1782,30,"Men give women notice before entering an area of the house where unrelated women are socialising to give them time to cover up. For example, if a sister has her female friends visiting, her brother will announce “Ya allah!” before he walks in the room.",Saudi Arabia,MENA,Specific,Low,Custom,Gender
1783,31,"Male guests are usually served by the youngest son or a male domestic worker, while female guests are served by the youngest daughter or a female maid.",Saudi Arabia,MENA,Specific,Moderate,Custom,Gender
1784,32,"If the meal is on the floor, it is set on a thin plastic sheet (1m x 1m) to protect the carpet from the food. People sit cross-legged or kneel on one knee around the sheet. Keep your feet away from the cloth or plastic sheet.",Saudi Arabia,MENA,Specific,Low,Custom,General
1785,33,"Older restaurants may have two sections, one for men and one for families (where women and families are seated in a separate, partitioned arrangement). Newer restaurants usually have a mixed-gender open plan, that still provide the option for families to be segregated. A sign out front will indicate whether a restaurant is segregated. If there is no sign, it is usually mixed.",Saudi Arabia,MENA,Specific,Low,Custom,General
1786,34,People only start eating once the host has said that it is time to begin. This is generally indicated when everyone says “Sahtain” (Good health) or “Bismallah” (in the name of God).,Saudi Arabia,MENA,Specific,Low,Custom,General
1787,35,"Saudi food generally does not require utensils to eat. People use their right hand, scooping with the fingers.",Saudi Arabia,MENA,Specific,Low,Custom,General
1788,36,Meat is stripped from the bone with the right hand. It is polite to offer other people separate bits of stripped meat.,Saudi Arabia,MENA,Specific,Low,Custom,General
1789,37,"Be aware that the time for networking and socialisation comes before the meal is eaten. Once the food has been eaten, guests generally leave very quickly after. Some Saudi men often leave very quickly after the meal is finished.",Saudi Arabia,MENA,Specific,Low,Custom,General
1790,38,"Gift giving is a personal and very common practice throughout Saudi Arabia. However, personal gifts are usually only given by close friends.",Saudi Arabia,MENA,Specific,Moderate,Custom,General
1791,39,Give and pass gifts using the right hand unless the object is too heavy and both hands are required.,Saudi Arabia,MENA,Specific,Low,Custom,General
1792,40,"Perfume, watches and ‘Oud’ (a form of incense or oil used by Saudis daily) are common and good personal gifts for men. Men should not buy perfume or Oud for a woman unless they are a very close relative. Women may buy Oud for each other.",Saudi Arabia,MENA,Specific,Low,Custom,Gender
1793,41,Avoid buying gold or silk clothing items for male Saudis. Wearing these materials goes against Islamic custom. Silver is the most appropriate colour/material to buy for men.,Saudi Arabia,MENA,Specific,Low,Custom,General
1794,42,"Saudis almost always bring gifts for friends and family when they travel, even if they only leave for the weekend. People bring back misak and zamzam water from Mecca, so people know the person has been to Mecca.",Saudi Arabia,MENA,Specific,Low,Custom,General
1795,43,Avoid pushing people to share their opinion on Saudi politics or the royal family’s leadership. Saudis generally do not feel comfortable discussing or explaining these topics. It is common for people to give a generic answer to deflect the question (e.g. “the royal family is wise and can be trusted to steer the kingdom’s affairs”).,Saudi Arabia,MENA,Specific,Low,Social_Norm,General
1796,44,"There is a strong belief in the evil eye in Saudi Arabia whereby one’s misfortune is caused by another’s envy, sometimes taking the form of a curse. Complimenting or praising something too heavily can cause some Saudis to be wary that the evil eye will be jealous of it or curse it. People say “Mashallah” (May God bless) to ward off the evil eye after a compliment and avoid hurting people’s feelings. This phrase comforts people as it lets them know that you are giving an innocent compliment and do not wish harm. Expect to hear it highly frequently in conversation, and say it after every compliment.",Saudi Arabia,MENA,Specific,Low,Custom,General
1797,45,"Be careful when you compliment an item in a Saudi person’s house, as they may feel compelled to offer it to you as a gift. If they try to give it to you, insist that you appreciate their gesture but do not want to take it. A Saudi person is likely to offer the object out of politeness, and if you accept, they may end up giving you something they wished to keep.",Saudi Arabia,MENA,Specific,Low,Custom,General
1798,46,It is thought to be more sincere if compliments are given out of sight or earshot of the person who owns the possession or thing you are praising.,Saudi Arabia,MENA,Specific,Low,Custom,General
1799,47,"Failing to use your right hand when being offered something or shaking hands is considered disrespectful in Saudi culture, as the left hand is traditionally associated with personal hygiene.",Saudi Arabia,MENA,Specific,Low,Custom,General
1800,48,Refusing a cup of Arabic coffee (gahwa) and dates when visiting a Saudi household—even without an obvious reason—can be interpreted as rejecting the host’s generosity and therefore perceived as rude.,Saudi Arabia,MENA,Specific,Low,Etiquette,General
1801,49,Wearing clothing that reveals shoulders or knees in public places or mosques in Saudi Arabia may be seen as disrespectful of local modesty norms and could offend local sensibilities.,Saudi Arabia,MENA,Specific,Low,Custom,General
1802,50,Entering a Saudi home without removing your shoes or failing to greet the head of the household and offer thanks is viewed as lacking respect to the family’s traditions of hospitality.,Saudi Arabia,MENA,Specific,Low,Custom,General
1803,51,Start eating before the eldest person or neglecting to say “Bismillah” before a communal meal in Saudi society may signal disregard for respect and hierarchy.,Saudi Arabia,MENA,Specific,Low,Custom,General
1804,52,"A male visitor entering the women’s section of a Saudi home without permission, or a woman visiting unaccompanied in a setting expected to be segregated, can be considered a serious breach of cultural norms.",Saudi Arabia,MENA,Specific,Moderate,Custom,General
1805,54,"Making loud noise, using phones or staying in public areas during call to prayer or Jumu’ah (Friday) service in Saudi Arabia is seen as disrespectful to worshippers and the sacred time.",Saudi Arabia,MENA,Specific,Low,Etiquette,General
1806,55,"Avoid gifting items such as alcohol, pork products, or overly lavish presents to Saudi hosts; such mis-gifts may be viewed as insensitive or showing ignorance of local values.",Saudi Arabia,MENA,Specific,Low,Etiquette,Tourists
1807,1,"One should not refuse an invitation for coffee because it signals a desire to socialize and build a relationship, and refusal may be interpreted as rejecting that relationship-building.",Serbia,Eastern Europe,Specific,Low,Custom,General
1808,2,"One must not sit on the corner of a table while eating, because it is believed to bring bad luck in marriage prospects.",Serbia,Eastern Europe,Specific,Low,Custom,General
1809,1,One must not conduct propaganda or activities against the state religion.,Somalia,Sub-Saharan Africa,Specific,Significant,Legal,General
1810,2,One must obtain parental consent before marriage.,Somalia,Sub-Saharan Africa,Specific,Moderate,Legal,General
1811,3,One must not marry within the same clan.,Somalia,Sub-Saharan Africa,Specific,Moderate,Custom,General
1812,4,One must not engage in premarital sexual conduct.,Somalia,Sub-Saharan Africa,Specific,Moderate,Religious,General
1813,5,One must not marry a widow outside the deceased husband's family.,Somalia,Sub-Saharan Africa,Specific,Moderate,Custom,General
1814,6,One must not ride camels except for the sick and children.,Somalia,Sub-Saharan Africa,Specific,Low,Custom,General
1815,7,One must not photograph camels to avoid shortening their lifespan.,Somalia,Sub-Saharan Africa,Specific,Low,Custom,General
1816,8,"One must not eat or drink during daylight hours in Ramadan, except for specific exemptions.",Somalia,Sub-Saharan Africa,Specific,Low,Religious,General
1817,9,It is customary to celebrate the New Year with bonfires and festivities.,Somalia,Sub-Saharan Africa,Specific,Low,Custom,General
1818,10,It is customary to celebrate the Istunka festival with stick fighting games.,Somalia,Sub-Saharan Africa,Specific,Moderate,Custom,General
1819,11,It is customary to serve milk tea to guests.,Somalia,Sub-Saharan Africa,Specific,Low,Custom,General
1820,12,It is customary for men to engage in camel herding.,Somalia,Sub-Saharan Africa,Specific,Low,Custom,Gender
1821,13,It is customary for women to handle household duties and market activities.,Somalia,Sub-Saharan Africa,Specific,Moderate,Custom,Gender
1822,14,It is customary to drink a mixture of camel blood and milk when sending off warriors.,Somalia,Sub-Saharan Africa,Specific,Moderate,Custom,General
1823,15,It is customary to celebrate Eid al-Fitr with nationwide festivities.,Somalia,Sub-Saharan Africa,Specific,Low,Custom,General
1824,16,Wear clothes that cover your shoulders and knees to respect the modesty of your Somali counterpart. Women especially are expected to be modest in their behaviour and dress when in public. It can be inappropriate for females to show their hair in public.,Somalia,Sub-Saharan Africa,Specific,Moderate,Custom,General
1825,17,Unmarried people should keep their distance from other unmarried members of the opposite sex.,Somalia,Sub-Saharan Africa,Specific,Moderate,Custom,General
1826,18,"Hospitality is central to Somali culture. It is considered shameful to be a bad host or give a poor welcome. Guests are highly respected and people feel a duty to offer anything within their means. Even if a family has no food to provide a guest, they are expected to at least offer water.",Somalia,Sub-Saharan Africa,Specific,Low,Custom,General
1827,19,"Dogs are considered unclean in Somalia and are generally not allowed in areas where people pray (i.e. homes). Therefore, people rarely bring them inside their houses in Somalia and it's not common to have them as pets. Let your Somali counterpart know in advance if you have a pet dog. Do not ask them to sit in a place where your dog has just been resting. For example, it would be seen as rude for you to tell your dog to get off the couch and then offer someone to sit in its place.",Somalia,Sub-Saharan Africa,Specific,Low,Custom,General
1828,20,"In Somalia, many households have two living rooms (one for each gender) where people socialise separately.",Somalia,Sub-Saharan Africa,Specific,Low,Custom,Gender
1829,21,Men and women usually eat separately when dining at home. This may also occur when eating out at restaurants.,Somalia,Sub-Saharan Africa,Specific,Low,Custom,Gender
1830,22,"Somali food generally does not require utensils to eat. Everyone normally uses their right hand to serve themselves from a dish, scooping the food with their fingers.",Somalia,Sub-Saharan Africa,Specific,Low,Custom,General
1831,23,The left hand shouldn't make direct contact with food.,Somalia,Sub-Saharan Africa,Specific,Low,Custom,General
1832,24,"In Somalia, people generally extend an offer multiple times. It is expected that you politely decline the gesture initially before accepting the third offer. This exchange is polite as the insistence to extend the invitation shows hospitality and the initial refusal to accept shows humbleness and that one is not greedy.",Somalia,Sub-Saharan Africa,Specific,Moderate,Custom,General
1833,25,"Be careful when you compliment an item in a Somali's house, as they may feel compelled to offer it to you as a gift. If they try to give it to you, insist that you appreciate their gesture but do not want to take it. A Somali is likely to offer the object out of politeness, and if you accept, they may end up giving you something they wished to keep.",Somalia,Sub-Saharan Africa,Specific,Low,Custom,General
1834,26,"There is a strong belief in the evil eye in Somalia whereby one's misfortune can be caused by another's envy (xasad) of one's possessions or success, sometimes taking the form of a curse. Do not compliment something more than once or continue to praise it once you have acknowledged it. This may cause a Somali person to be wary that the evil eye will be jealous of it.",Somalia,Sub-Saharan Africa,Specific,Low,Custom,General
1835,27,"People say ""Mashallah"" (May God bless) to ward off the evil eye after a compliment.",Somalia,Sub-Saharan Africa,Specific,Low,Custom,General
1836,28,Homosexuality is not accepted and considered taboo. Overt homosexual behavior could result in serious consequences.,Somalia,Sub-Saharan Africa,Specific,Critical,Legal,General
1837,1,One must not neglect the maintenance of family gravesites.,South Korea,East Asia,Specific,Low,Custom,General
1838,2,It is customary for individuals to wear traditional Korean clothing during festive occasions.,South Korea,East Asia,Specific,Low,Custom,General
1839,3,One must respect elders by standing and greeting them when they enter a room.,South Korea,East Asia,Specific,Low,Custom,General
1840,4,One must use both hands or the left hand when shaking hands with Korean men.,South Korea,East Asia,Specific,Low,Etiquette,General
1841,5,It is customary for women not to shake hands.,South Korea,East Asia,Specific,Low,Custom,Gender
1842,6,It is customary for men and women to socialize separately in social gatherings and banquets.,South Korea,East Asia,Specific,Low,Custom,Gender
1843,7,One must not call others by their names unless among close friends.,South Korea,East Asia,Specific,Low,Custom,General
1844,8,One must not neglect the tradition of bowing when greeting elders or superiors.,South Korea,East Asia,Specific,Low,Custom,General
1845,9,One must not neglect the preparation of kimchi for the winter season.,South Korea,East Asia,Specific,Low,Custom,General
1846,10,North Korean defectors who are of conscription age upon arrival must serve in the South Korean military and may undergo a tailored integration and basic training process.,South Korea,East Asia,Specific,Significant,Legal,General
1847,11,All able-bodied men must complete mandatory military service for approximately 18 to 21 months.,South Korea,East Asia,Specific,Moderate,Legal,General
1848,14,Returning residents must report a change of residence to the military service office to assess eligibility for postponement or exemption.,South Korea,East Asia,Specific,Low,Legal,General
1849,19,Renovations or new construction in designated heritage areas must use traditional materials and techniques to preserve historical character.,South Korea,East Asia,Specific,Moderate,Legal,General
1850,23,It is customary to remove shoes at the door when entering a Korean home to respect household cleanliness.,South Korea,East Asia,Specific,Low,Custom,General
1851,24,It is customary to present and receive gifts or business cards with both hands to show respect for the recipient's status.,South Korea,East Asia,Specific,Low,Custom,General
1852,25,One must not stick chopsticks upright in a bowl of rice because it resembles a funeral ritual and can cause offense.,South Korea,East Asia,Specific,Low,Custom,General
1853,26,It is customary to avoid giving luxury gifts to junior colleagues because it can create burdensome expectations of reciprocity.,South Korea,East Asia,Specific,Low,Custom,General
1854,28,One should respect age hierarchy in public by yielding priority seating and using appropriate formal language with elders.,South Korea,East Asia,Specific,Low,Social_Norm,Age_Group
1855,29,It is customary to avoid writing a person's name in red ink or using the number four in gifts because these are considered unlucky or inappropriate.,South Korea,East Asia,Specific,Low,Custom,General
1856,30,One should wait for elders to begin eating before starting a communal meal to show proper manners.,South Korea,East Asia,Specific,Low,Etiquette,General
1857,31,It is customary to accept a drink offered by a senior or decline with care and to pour drinks for others first to maintain social harmony.,South Korea,East Asia,Specific,Low,Custom,General
1858,32,It is customary to bring a modest thank-you gift when invited to someone's home to acknowledge the host's generosity.,South Korea,East Asia,Specific,Low,Custom,General
1859,33,It is customary to dress appropriately and avoid overly casual attire when invited to formal homes or events to show respect.,South Korea,East Asia,Specific,Low,Custom,General
1860,35,It is customary to avoid giving sharp objects as gifts because they can symbolize severing relationships and make recipients uncomfortable.,South Korea,East Asia,Specific,Low,Custom,General
1861,36,It is customary not to leave a host's home immediately after dessert and to engage in customary conversation and farewell rituals.,South Korea,East Asia,Specific,Low,Custom,General
1862,37,It is customary to accept small gifts graciously and reciprocate at an appropriate time to avoid social discomfort.,South Korea,East Asia,Specific,Low,Custom,General
1863,38,It is customary to use both hands or support with the other hand when presenting or receiving items to show respect.,South Korea,East Asia,Specific,Low,Custom,General
1864,40,It is customary in formal contexts to address colleagues using titles or surnames rather than first names to avoid appearing overly familiar.,South Korea,East Asia,Specific,Low,Custom,General
1865,42,It is customary to avoid pointing at people with a single finger or placing feet on tables because these are considered impolite.,South Korea,East Asia,Specific,Low,Custom,General
1866,1,One must not send dahlias or chrysanthemums as gifts to individuals in this culture.,Spain,Western Europe,Specific,Low,Custom,General
1867,2,Women must wear earrings when going out in public to avoid ridicule.,Spain,Western Europe,Specific,Low,Custom,Gender
1868,3,One must avoid the number 13 and Friday as they are considered very unlucky.,Spain,Western Europe,Specific,Low,Custom,General
1869,4,"On New Year's Day, adults must fulfill children's requests to keep them happy, as their crying or fighting is considered a bad omen.",Spain,Western Europe,Specific,Low,Custom,General
1870,5,It is customary for individuals to gather at the Puerta del Sol on New Year's Eve and eat 12 grapes with the 12 chimes of the clock for good luck.,Spain,Western Europe,Specific,Low,Custom,General
1871,6,One must not work during the long lunch break as shops close and people return home for meals.,Spain,Western Europe,Specific,Low,Custom,General
1872,8,One must not work during major festivals as the entire country engages in celebrations and activities.,Spain,Western Europe,Specific,Low,Custom,General
1873,9,"It is customary for individuals to participate in the lively street life, often spending leisure time in bars or cafes.",Spain,Western Europe,Specific,Low,Custom,General
1874,10,"One must adhere to the traditional Spanish daily schedule, which includes late meals and a siesta.",Spain,Western Europe,Specific,Low,Custom,General
1875,11,"During the festival of Las Fallas, individuals must participate in the burning of paper sculptures as part of the celebration.",Spain,Western Europe,Specific,Moderate,Custom,General
1876,12,"One must not miss the opportunity to buy lottery tickets from blind vendors, as it is a common practice.",Spain,Western Europe,Specific,Low,Custom,General
1877,13,"During the festival of Moors and Christians, individuals must participate in the reenactment of historical battles.",Spain,Western Europe,Specific,Low,Custom,General
1878,14,One must not work during the festival of the Assumption of Mary as it is a national holiday.,Spain,Western Europe,Specific,Low,Legal,General
1879,15,"During the festival of the Three Kings, individuals must celebrate with parades and festivities.",Spain,Western Europe,Specific,Low,Custom,General
1880,16,"During the festival of the Virgin of Paloma, individuals must decorate their homes and participate in traditional activities.",Spain,Western Europe,Specific,Low,Custom,General
1881,17,"Organizing or promoting bullfighting events in Catalonia, despite the legal overturn, can still be seen as insensitive or controversial due to the strong regional opposition and the identity politics involved.",Spain,Western Europe,Specific,Moderate,Legal,General
1882,18,"Introducing a foreign tradition or activity that might overshadow the traditional ""Caga Tió"" celebration, which is a deeply rooted cultural practice in Catalan Christmas family gatherings.",Spain,Western Europe,Specific,Low,Custom,General
1883,19,"Wearing a costume that mimics a bull during a festival that honors the bullfighting tradition and the ""Toro de San Juan"" can be seen as disrespectful or mocking the serious cultural significance of the event in Spain.",Spain,Western Europe,Specific,Low,Custom,General
1884,21,"Specific violated norm: The use of technology, especially drones, during the Rapa das Bestas could be seen as intrusive and disrespectful to the tradition, which values direct human and animal interaction and the purity of the moment.",Spain,Western Europe,Specific,Low,Custom,General
1885,22,Displaying the Spanish flag in a predominantly Catalan nationalist area during the Fiesta Nacional de España can be seen as insensitive or provocative due to the strong independentist sentiments in Catalonia.,Spain,Western Europe,Specific,Low,Custom,General
